Old Index,Name,Category,Gender
569,bazaarvoice,"B651 Advertising, Marketing & Printing Svcs",1
570,blurb,"B651 Advertising, Marketing & Printing Svcs",0
571,cues,"B651 Advertising, Marketing & Printing Svcs",0
572,dealactivator,"B651 Advertising, Marketing & Printing Svcs",0
573,demoflick,"B651 Advertising, Marketing & Printing Svcs",0
574,designa,"B651 Advertising, Marketing & Printing Svcs",1
575,dinova,"B651 Advertising, Marketing & Printing Svcs",1
576,dixie,"B651 Advertising, Marketing & Printing Svcs",1
577,dovepress,"B651 Advertising, Marketing & Printing Svcs",0
578,earny,"B651 Advertising, Marketing & Printing Svcs",1
579,ebrandz,"B651 Advertising, Marketing & Printing Svcs",0
580,emerse,"B651 Advertising, Marketing & Printing Svcs",1
581,emg,"B651 Advertising, Marketing & Printing Svcs",0
582,ewebresults,"B651 Advertising, Marketing & Printing Svcs",0
583,fastballoons,"B651 Advertising, Marketing & Printing Svcs",0
584,fastsigns,"B651 Advertising, Marketing & Printing Svcs",0
585,flashbay,"B651 Advertising, Marketing & Printing Svcs",1
586,genealogybank,"B651 Advertising, Marketing & Printing Svcs",0
587,gumgum,"B651 Advertising, Marketing & Printing Svcs",0
588,ignitionone,"B651 Advertising, Marketing & Printing Svcs",1
589,iuniverse,"B651 Advertising, Marketing & Printing Svcs",1
590,jkr,"B651 Advertising, Marketing & Printing Svcs",0
591,locbox,"B651 Advertising, Marketing & Printing Svcs",0
592,maingate,"B651 Advertising, Marketing & Printing Svcs",1
593,mediastruction,"B651 Advertising, Marketing & Printing Svcs",0
594,mindshare,"B651 Advertising, Marketing & Printing Svcs",1
595,mindspace,"B651 Advertising, Marketing & Printing Svcs",1
596,mintigo,"B651 Advertising, Marketing & Printing Svcs",1
597,mobilewalla,"B651 Advertising, Marketing & Printing Svcs",1
598,nanigans,"B651 Advertising, Marketing & Printing Svcs",0
599,neustar,"B651 Advertising, Marketing & Printing Svcs",0
600,nextbee,"B651 Advertising, Marketing & Printing Svcs",1
601,outbrain,"B651 Advertising, Marketing & Printing Svcs",0
602,pardot,"B651 Advertising, Marketing & Printing Svcs",0
603,pictarine,"B651 Advertising, Marketing & Printing Svcs",1
604,pims,"B651 Advertising, Marketing & Printing Svcs",0
605,pinchme,"B651 Advertising, Marketing & Printing Svcs",1
606,postnet,"B651 Advertising, Marketing & Printing Svcs",0
607,printup,"B651 Advertising, Marketing & Printing Svcs",0
608,prospectsplus,"B651 Advertising, Marketing & Printing Svcs",0
609,quantcast,"B651 Advertising, Marketing & Printing Svcs",0
610,quickthoughts,"B651 Advertising, Marketing & Printing Svcs",0
611,readercity,"B651 Advertising, Marketing & Printing Svcs",1
612,rethink,"B651 Advertising, Marketing & Printing Svcs",0
613,revlocal,"B651 Advertising, Marketing & Printing Svcs",0
614,rushking,"B651 Advertising, Marketing & Printing Svcs",0
615,screenvision,"B651 Advertising, Marketing & Printing Svcs",0
616,sendblue,"B651 Advertising, Marketing & Printing Svcs",1
617,shareasale,"B651 Advertising, Marketing & Printing Svcs",1
618,silkworm,"B651 Advertising, Marketing & Printing Svcs",0
619,simulmedia,"B651 Advertising, Marketing & Printing Svcs",1
620,sizmek,"B651 Advertising, Marketing & Printing Svcs",0
621,surveyvitals,"B651 Advertising, Marketing & Printing Svcs",0
622,tapad,"B651 Advertising, Marketing & Printing Svcs",0
623,taradel,"B651 Advertising, Marketing & Printing Svcs",0
624,toluna,"B651 Advertising, Marketing & Printing Svcs",1
625,vicspan,"B651 Advertising, Marketing & Printing Svcs",0
626,videa,"B651 Advertising, Marketing & Printing Svcs",1
627,viewfruit,"B651 Advertising, Marketing & Printing Svcs",0
628,vml,"B651 Advertising, Marketing & Printing Svcs",0
629,wistia,"B651 Advertising, Marketing & Printing Svcs",1
630,aip,B721 Office Furniture & Accessories,0
631,alloyfold,B721 Office Furniture & Accessories,0
632,arcadia,B721 Office Furniture & Accessories,1
633,brewer,B721 Office Furniture & Accessories,0
634,dauphin,B721 Office Furniture & Accessories,0
635,deskmakers,B721 Office Furniture & Accessories,0
636,draenert,B721 Office Furniture & Accessories,0
637,fastcubes,B721 Office Furniture & Accessories,0
638,fb,B721 Office Furniture & Accessories,0
639,fellowes,B721 Office Furniture & Accessories,0
640,flexispot,B721 Office Furniture & Accessories,0
641,halcon,B721 Office Furniture & Accessories,0
642,haworth,B721 Office Furniture & Accessories,0
643,ideum,B721 Office Furniture & Accessories,0
644,indiana,B721 Office Furniture & Accessories,1
645,innovant,B721 Office Furniture & Accessories,0
646,kimball,B721 Office Furniture & Accessories,0
647,knoll,B721 Office Furniture & Accessories,0
648,lacandona,B721 Office Furniture & Accessories,1
649,meadows,B721 Office Furniture & Accessories,0
650,ofs,B721 Office Furniture & Accessories,0
651,secretlab,B721 Office Furniture & Accessories,0
652,smartdesks,B721 Office Furniture & Accessories,0
653,smead,B721 Office Furniture & Accessories,0
654,steelcase,B721 Office Furniture & Accessories,1
655,teknion,B721 Office Furniture & Accessories,0
656,varidesk,B721 Office Furniture & Accessories,0
657,versteel,B721 Office Furniture & Accessories,0
658,winsted,B721 Office Furniture & Accessories,0
659,vectorstock,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
660,hallmark,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
661,papyrus,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
662,canon,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
663,navigator,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
664,bestself,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
665,shinola,"B722 Stationery,Greeting Cards&Misc Paper Gds",1
666,accuform,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
667,avery,"B722 Stationery,Greeting Cards&Misc Paper Gds",1
668,certags,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
669,envypak,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
670,frankfort,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
671,fraser,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
672,jbm,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
673,lockhart,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
674,marel,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
675,omni,"B722 Stationery,Greeting Cards&Misc Paper Gds",1
676,pipsticks,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
677,polyonics,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
678,providence,"B722 Stationery,Greeting Cards&Misc Paper Gds",1
679,quidd,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
680,scripability,"B722 Stationery,Greeting Cards&Misc Paper Gds",1
681,seton,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
682,tempe,"B722 Stationery,Greeting Cards&Misc Paper Gds",1
683,woodchuck,"B722 Stationery,Greeting Cards&Misc Paper Gds",0
684,aarp,B913 Employment Agencies,0
685,careerboutique,B913 Employment Agencies,1
686,comcast,B913 Employment Agencies,0
687,dav,B913 Employment Agencies,0
688,edustaff,B913 Employment Agencies,0
689,elance,B913 Employment Agencies,1
690,gogig,B913 Employment Agencies,0
691,jobr,B913 Employment Agencies,0
692,marten,B913 Employment Agencies,0
693,peoplefluent,B913 Employment Agencies,0
694,schneider,B913 Employment Agencies,0
695,shootster,B913 Employment Agencies,0
696,showbiz,B913 Employment Agencies,0
697,teamhealth,B913 Employment Agencies,0
698,teksystems,B913 Employment Agencies,0
699,usajobs,B913 Employment Agencies,0
700,usps,B913 Employment Agencies,0
701,ahava,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
702,amlactin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
703,aveda,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
704,aveeno,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
705,bioeffect,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
706,brevena,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
707,cerave,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
708,chandanni,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
709,clarins,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
710,clinique,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
711,dermacare,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
712,dermalogica,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
713,dickinsons,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
714,duduk,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
715,ely,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
716,eucerin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
717,evocell,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
718,farmacy,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
719,garnier,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
720,goop,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
721,isdin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
722,jergens,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
723,jivi,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
724,johnsons,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
725,junetics,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
726,luminesce,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
727,mederma,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
728,neostrata,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
729,neutrogena,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
730,okeeffes,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
731,ponds,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
732,roc,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
733,saranghae,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
734,skinceuticals,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0
735,tula,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
736,vaseline,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
737,weleda,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1
738,elf,"D149 Face Makeup, General Promotion/Multi-Category/Corporate/Sponsorship",0
739,faces,"D149 Face Makeup, General Promotion/Multi-Category/Corporate/Sponsorship",0
740,glossier,"D149 Face Makeup, General Promotion/Multi-Category/Corporate/Sponsorship",0
741,neutrogena,"D149 Face Makeup, General Promotion/Multi-Category/Corporate/Sponsorship",1
742,australis,"D181 Women's Scents, Fragrances, Perfumes",0
743,bijan,"D181 Women's Scents, Fragrances, Perfumes",0
744,boucheron,"D181 Women's Scents, Fragrances, Perfumes",0
745,dior,"D181 Women's Scents, Fragrances, Perfumes",0
746,mugler,"D181 Women's Scents, Fragrances, Perfumes",0
747,tiffany,"D181 Women's Scents, Fragrances, Perfumes",1
748,venezia,"D181 Women's Scents, Fragrances, Perfumes",1
749,osswald,"D182 Unisex Scents, Fragrances, Perfumes",0
750,chanel,"D183 Men's Scents, Fragrances, Aftershaves",0
751,colors,"D183 Men's Scents, Fragrances, Aftershaves",0
752,navigator,"D183 Men's Scents, Fragrances, Aftershaves",0
753,prive,"D183 Men's Scents, Fragrances, Aftershaves",1
754,springfield,"D183 Men's Scents, Fragrances, Aftershaves",0
755,euroitalia,"D189 Fragrances, General Promotion/Multi-Category/Corporate/Sponsorship",1
756,prada,"D189 Fragrances, General Promotion/Multi-Category/Corporate/Sponsorship",1
757,puig,"D189 Fragrances, General Promotion/Multi-Category/Corporate/Sponsorship",0
758,tiffany,"D189 Fragrances, General Promotion/Multi-Category/Corporate/Sponsorship",1
759,closys,D211 Toothpaste & Whiteners,0
760,crest,D211 Toothpaste & Whiteners,0
761,orajel,D211 Toothpaste & Whiteners,0
762,oramd,D211 Toothpaste & Whiteners,0
763,instadazzle,D211 Toothpaste & Whiteners,1
764,intelliwhite,D211 Toothpaste & Whiteners,1
765,pola,D211 Toothpaste & Whiteners,1
766,rembrandt,D211 Toothpaste & Whiteners,0
767,starrwhite,D211 Toothpaste & Whiteners,1
768,supersmile,D211 Toothpaste & Whiteners,1
769,efferdent,D211 Toothpaste & Whiteners,0
770,polident,D211 Toothpaste & Whiteners,0
771,remington,D259 Womens Shaving Supplies General Promotion,0
772,sweatblock,D269 Deodorants & Antiperspirants General Promotion,0
773,unilever,D269 Deodorants & Antiperspirants General Promotion,0
774,medicasp,D322 Medicated Shampoos (Hair),0
775,barbasol,D439 Mens Shaving Equipment & Supplies General Promotion,0
776,bevel,D439 Mens Shaving Equipment & Supplies General Promotion,0
777,braun,D439 Mens Shaving Equipment & Supplies General Promotion,0
778,cremo,D439 Mens Shaving Equipment & Supplies General Promotion,1
779,gillette,D439 Mens Shaving Equipment & Supplies General Promotion,1
780,oneblade,D439 Mens Shaving Equipment & Supplies General Promotion,1
781,schick,D439 Mens Shaving Equipment & Supplies General Promotion,0
782,advil,D511 Pain Remedies,0
783,aleve,D511 Pain Remedies,1
784,asteeza,D511 Pain Remedies,1
785,bc,D511 Pain Remedies,0
786,biofreeze,D511 Pain Remedies,1
787,buscapina,D511 Pain Remedies,1
788,goodys,D511 Pain Remedies,0
789,satohap,D511 Pain Remedies,0
790,tylenol,D511 Pain Remedies,0
791,venaton,D511 Pain Remedies,0
792,motrin,D511 Pain Remedies,0
793,arnicare,D511 Pain Remedies,1
794,acculevel,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",0
795,beta,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",1
796,robitussin,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",0
797,tylenol,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",0
798,vicks,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",0
799,clif,D543 Nutritional Supplements,0
800,glucerna,D543 Nutritional Supplements,1
801,larabar,D543 Nutritional Supplements,0
802,luna,D543 Nutritional Supplements,1
803,questbar,D543 Nutritional Supplements,0
804,rxbar,D543 Nutritional Supplements,0
805,simplemd,D543 Nutritional Supplements,0
806,thinkthin,D543 Nutritional Supplements,0
807,zing,D543 Nutritional Supplements,0
808,advocare,D543 Nutritional Supplements,1
809,alen,D543 Nutritional Supplements,0
810,align,D543 Nutritional Supplements,0
811,alkamind,D543 Nutritional Supplements,0
812,amplivida,D543 Nutritional Supplements,1
813,amway,D543 Nutritional Supplements,1
814,angioprim,D543 Nutritional Supplements,0
815,apeza,D543 Nutritional Supplements,1
816,arthrozene,D543 Nutritional Supplements,1
817,ascent,D543 Nutritional Supplements,0
818,atrantil,D543 Nutritional Supplements,0
819,baobest,D543 Nutritional Supplements,0
820,biofinest,D543 Nutritional Supplements,0
821,biohm,D543 Nutritional Supplements,0
822,biolife,D543 Nutritional Supplements,1
823,bioprostol,D543 Nutritional Supplements,0
824,biotrust,D543 Nutritional Supplements,0
825,bioxtron,D543 Nutritional Supplements,0
826,calotren,D543 Nutritional Supplements,0
827,carbion,D543 Nutritional Supplements,0
828,carnivor,D543 Nutritional Supplements,0
829,carnivora,D543 Nutritional Supplements,1
830,cebria,D543 Nutritional Supplements,1
831,cellucor,D543 Nutritional Supplements,0
832,cellutaris,D543 Nutritional Supplements,0
833,cheongkwanjang,D543 Nutritional Supplements,0
834,clarisoy,D543 Nutritional Supplements,1
835,cocoavia,D543 Nutritional Supplements,1
836,cognizin,D543 Nutritional Supplements,0
837,collagen,D543 Nutritional Supplements,0
838,cosequin,D543 Nutritional Supplements,0
839,crs,D543 Nutritional Supplements,0
840,cytogreens,D543 Nutritional Supplements,0
841,digestacure,D543 Nutritional Supplements,1
842,eas,D543 Nutritional Supplements,0
843,eliteops,D543 Nutritional Supplements,0
844,elixinol,D543 Nutritional Supplements,0
845,emotiquell,D543 Nutritional Supplements,0
846,endoca,D543 Nutritional Supplements,1
847,enzymedica,D543 Nutritional Supplements,1
848,epicor,D543 Nutritional Supplements,0
849,esi,D543 Nutritional Supplements,1
850,estroven,D543 Nutritional Supplements,0
851,evogen,D543 Nutritional Supplements,0
852,eyepromise,D543 Nutritional Supplements,1
853,fdgard,D543 Nutritional Supplements,0
854,florastor,D543 Nutritional Supplements,0
855,frs,D543 Nutritional Supplements,0
856,garligest,D543 Nutritional Supplements,0
857,genestra,D543 Nutritional Supplements,1
858,ghr,D543 Nutritional Supplements,0
859,glucocil,D543 Nutritional Supplements,0
860,goodbelly,D543 Nutritional Supplements,1
861,hellolife,D543 Nutritional Supplements,1
862,hims,D543 Nutritional Supplements,0
863,humann,D543 Nutritional Supplements,0
864,ibgard,D543 Nutritional Supplements,0
865,ignite,D543 Nutritional Supplements,1
866,immunocal,D543 Nutritional Supplements,0
867,instone,D543 Nutritional Supplements,1
868,joyn,D543 Nutritional Supplements,0
869,juven,D543 Nutritional Supplements,0
870,kevita,D543 Nutritional Supplements,1
871,kion,D543 Nutritional Supplements,0
872,kura,D543 Nutritional Supplements,1
873,lifeseasons,D543 Nutritional Supplements,0
874,liverite,D543 Nutritional Supplements,1
875,lumiday,D543 Nutritional Supplements,1
876,macuhealth,D543 Nutritional Supplements,0
877,magnilife,D543 Nutritional Supplements,1
878,maxivision,D543 Nutritional Supplements,0
879,mederma,D543 Nutritional Supplements,1
880,mencareplus,D543 Nutritional Supplements,0
881,mesomorph,D543 Nutritional Supplements,0
882,mhp,D543 Nutritional Supplements,0
883,mila,D543 Nutritional Supplements,1
884,mmusa,D543 Nutritional Supplements,1
885,modere,D543 Nutritional Supplements,1
886,muscletech,D543 Nutritional Supplements,0
887,natavi,D543 Nutritional Supplements,1
888,natren,D543 Nutritional Supplements,0
889,natrol,D543 Nutritional Supplements,0
890,neovitin,D543 Nutritional Supplements,0
891,nephure,D543 Nutritional Supplements,1
892,neprinol,D543 Nutritional Supplements,0
893,nopalina,D543 Nutritional Supplements,1
894,nutrimost,D543 Nutritional Supplements,0
895,oxigenesis,D543 Nutritional Supplements,0
896,peppod,D543 Nutritional Supplements,0
897,peptiva,D543 Nutritional Supplements,1
898,percepta,D543 Nutritional Supplements,1
899,phillips,D543 Nutritional Supplements,0
900,plantiva,D543 Nutritional Supplements,1
901,prinova,D543 Nutritional Supplements,1
902,probiogen,D543 Nutritional Supplements,0
903,pronourish,D543 Nutritional Supplements,0
904,provarin,D543 Nutritional Supplements,0
905,provasca,D543 Nutritional Supplements,1
906,qivana,D543 Nutritional Supplements,1
907,qunol,D543 Nutritional Supplements,0
908,reaal,D543 Nutritional Supplements,0
909,regactiv,D543 Nutritional Supplements,0
910,resveratrol,D543 Nutritional Supplements,0
911,revactin,D543 Nutritional Supplements,0
912,sanavita,D543 Nutritional Supplements,1
913,serovital,D543 Nutritional Supplements,0
914,serretia,D543 Nutritional Supplements,1
915,setria,D543 Nutritional Supplements,1
916,somabiotix,D543 Nutritional Supplements,0
917,soylent,D543 Nutritional Supplements,0
918,squeezed,D543 Nutritional Supplements,0
919,superbeets,D543 Nutritional Supplements,0
920,testofx,D543 Nutritional Supplements,0
921,testogen,D543 Nutritional Supplements,0
922,testrovax,D543 Nutritional Supplements,0
923,thryve,D543 Nutritional Supplements,1
924,truflow,D543 Nutritional Supplements,0
925,usana,D543 Nutritional Supplements,1
926,usp,D543 Nutritional Supplements,0
927,vegansmart,D543 Nutritional Supplements,0
928,velositol,D543 Nutritional Supplements,0
929,ventricore,D543 Nutritional Supplements,1
930,vht,D543 Nutritional Supplements,0
931,viagril,D543 Nutritional Supplements,0
932,vinomega,D543 Nutritional Supplements,1
933,vitadone,D543 Nutritional Supplements,1
934,vitafusion,D543 Nutritional Supplements,0
935,vitalkhai,D543 Nutritional Supplements,1
936,weider,D543 Nutritional Supplements,0
937,xtendovite,D543 Nutritional Supplements,1
938,ygreen,D543 Nutritional Supplements,0
939,zenus,D543 Nutritional Supplements,0
940,berocca,D543 Nutritional Supplements,1
941,biocell,D543 Nutritional Supplements,0
942,colostril,D543 Nutritional Supplements,0
943,ctd,D543 Nutritional Supplements,0
944,doterra,D543 Nutritional Supplements,1
945,dymatize,D543 Nutritional Supplements,1
946,effihealth,D543 Nutritional Supplements,0
947,ejaculoid,D543 Nutritional Supplements,0
948,enervit,D543 Nutritional Supplements,0
949,finitro,D543 Nutritional Supplements,1
950,flyte,D543 Nutritional Supplements,1
951,genostim,D543 Nutritional Supplements,0
952,iwi,D543 Nutritional Supplements,1
953,jovium,D543 Nutritional Supplements,0
954,lupavita,D543 Nutritional Supplements,1
955,megafood,D543 Nutritional Supplements,0
956,moringa,D543 Nutritional Supplements,1
957,musclemeds,D543 Nutritional Supplements,0
958,musclepharm,D543 Nutritional Supplements,0
959,myprotein,D543 Nutritional Supplements,0
960,natureworks,D543 Nutritional Supplements,0
961,nitrosigine,D543 Nutritional Supplements,1
962,nutrimedical,D543 Nutritional Supplements,0
963,pines,D543 Nutritional Supplements,0
964,produra,D543 Nutritional Supplements,1
965,rivalus,D543 Nutritional Supplements,0
966,san,D543 Nutritional Supplements,0
967,sanavitta,D543 Nutritional Supplements,1
968,steelfit,D543 Nutritional Supplements,0
969,teaza,D543 Nutritional Supplements,1
970,vega,D543 Nutritional Supplements,1
971,vitastack,D543 Nutritional Supplements,0
972,ecostick,F113 Artificial Sweeteners,0
973,javamelts,F113 Artificial Sweeteners,0
974,splenda,F113 Artificial Sweeteners,1
975,truvia,F113 Artificial Sweeteners,1
976,vivion,F113 Artificial Sweeteners,0
977,xylitol,F113 Artificial Sweeteners,0
978,xylosweet,F113 Artificial Sweeteners,0
979,zing,F113 Artificial Sweeteners,0
980,alessi,F122 Cooking Oils,1
981,arette,F122 Cooking Oils,1
982,ariston,F122 Cooking Oils,0
983,canoil,F122 Cooking Oils,0
984,catania,F122 Cooking Oils,1
985,colavita,F122 Cooking Oils,1
986,fiore,F122 Cooking Oils,1
987,goya,F122 Cooking Oils,1
988,kiklos,F122 Cooking Oils,0
989,mazola,F122 Cooking Oils,1
990,mclaughlin,F122 Cooking Oils,0
991,mezzetta,F122 Cooking Oils,1
992,olivelle,F122 Cooking Oils,1
993,smudes,F122 Cooking Oils,0
994,spanish,F122 Cooking Oils,0
995,sunvella,F122 Cooking Oils,1
996,tunisian,F122 Cooking Oils,0
997,whirl,F122 Cooking Oils,0
998,cheerios,F229 Cereals General Promotion,0
999,barilla,F259 Pasta & Pasta Dishes General Promotion,1
1000,skinner,F259 Pasta & Pasta Dishes General Promotion,0
1001,adams,F280 Peanut Butter & Sandwich Spreads,0
1002,bettern,F280 Peanut Butter & Sandwich Spreads,0
1003,jif,F280 Peanut Butter & Sandwich Spreads,0
1004,justins,F280 Peanut Butter & Sandwich Spreads,0
1005,maranatha,F280 Peanut Butter & Sandwich Spreads,1
1006,nutella,F280 Peanut Butter & Sandwich Spreads,1
1007,pbfit,F280 Peanut Butter & Sandwich Spreads,0
1008,smuckers,F280 Peanut Butter & Sandwich Spreads,0
1009,soom,F280 Peanut Butter & Sandwich Spreads,0
1010,sunbutter,F280 Peanut Butter & Sandwich Spreads,0
1011,coolhaus,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1012,deans,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1013,edys,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1014,froozer,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1015,graeters,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1016,holanda,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1017,jenis,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1018,julies,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1019,kemps,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1020,klondike,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1021,lactaid,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1022,laneveria,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1023,magnum,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1024,mayfield,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1025,premia,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1026,reeses,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1027,ruggles,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1028,schoeps,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1029,sola,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1030,talenti,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1031,tandem,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1032,tillamook,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1033,tropilicious,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1034,unilever,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1035,abbotts,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1036,carvel,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1037,fritz,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1038,fruitfull,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1039,jonnypops,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1040,outshine,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1041,ritas,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1042,sambazon,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1043,starburst,"F313 Ice Cream, Frozen Novelties & Sherbet",0
1044,venice,"F313 Ice Cream, Frozen Novelties & Sherbet",1
1045,barritas,F343 Cookies & Crackers,0
1046,chokis,F343 Cookies & Crackers,0
1047,davids,F343 Cookies & Crackers,0
1048,donsuemor,F343 Cookies & Crackers,0
1049,emperador,F343 Cookies & Crackers,0
1050,gamesa,F343 Cookies & Crackers,1
1051,grandmas,F343 Cookies & Crackers,0
1052,keebler,F343 Cookies & Crackers,0
1053,kisses,F343 Cookies & Crackers,0
1054,loacker,F343 Cookies & Crackers,0
1055,marinela,F343 Cookies & Crackers,1
1056,milano,F343 Cookies & Crackers,1
1057,milka,F343 Cookies & Crackers,1
1058,reeses,F343 Cookies & Crackers,0
1059,sandies,F343 Cookies & Crackers,0
1060,crackets,F343 Cookies & Crackers,0
1061,crunchmaster,F343 Cookies & Crackers,0
1062,dux,F343 Cookies & Crackers,0
1063,goldfish,F343 Cookies & Crackers,0
1064,kraft,F343 Cookies & Crackers,0
1065,lance,F343 Cookies & Crackers,1
1066,ritz,F343 Cookies & Crackers,0
1067,stauffers,F343 Cookies & Crackers,0
1068,triscuit,F343 Cookies & Crackers,0
1069,vea,F343 Cookies & Crackers,1
1070,wasa,F343 Cookies & Crackers,1
1071,arden,F343 Cookies & Crackers,0
1072,belvita,F343 Cookies & Crackers,1
1073,keurig,F411 Coffee,0
1074,boyer,F411 Coffee,0
1075,folgers,F411 Coffee,0
1076,gavina,F411 Coffee,1
1077,jameson,F411 Coffee,0
1078,marley,F411 Coffee,1
1079,mccafe,F411 Coffee,1
1080,mcdonalds,F411 Coffee,0
1081,papanicholas,F411 Coffee,0
1082,sheetz,F411 Coffee,0
1083,starbucks,F411 Coffee,0
1084,buendia,F411 Coffee,1
1085,nescafe,F411 Coffee,1
