,brand,alignment,bert_alignment,residual_bert_alignment
388,mastercard,0.0008267596765141304,-0.10871382637989283,-0.2101446999377175
389,mirrolures,0.0009348325130852584,-0.08706969539028804,-0.01942913106621797
390,bata,0.0012304001760422185,-0.09551442519613439,-0.05217437260335578
391,stk,0.0012586285484260315,-0.1351913435678862,-0.1320539433544257
392,envion,0.001259277086582633,-0.12995526455443696,-0.08065179434618555
393,aleve,0.0012697122696300987,-0.0547074438400204,-0.0845658668368099
394,giro,0.0013221583238411244,-0.12742264241014412,-0.029967152665055043
395,fishsticks,0.0013291639594780885,-0.015653193246285155,0.04941894918030919
396,globe,0.0014200843469350044,-0.018712796156442286,0.037742605322563565
397,bernardo,0.0015075460704647473,-0.119138294605864,-0.46079270355000757
398,hbl,0.0015884082742295485,-0.11409575552803267,-0.13374341256178746
399,performix,0.0019415834406441184,-0.11126636779778384,-0.131329048003547
400,guggenheim,0.001974666567482033,-0.05435868165959458,-0.007675305960914376
401,alps,0.0019948143545716547,0.0255419875275019,0.06906624456314014
402,westhost,0.002056020750226522,0.06603009526090167,0.059878193868319426
403,interlogix,0.00207948677510252,-0.10616284405581423,-0.03449625954428104
404,englander,0.0022206167125193507,-0.05411760650924381,-0.08769619981963037
405,xbox,0.0022896737099647683,-0.10726010026458375,-0.0786654319570664
406,kraft,0.002369617327554578,-0.15602840766197051,-0.22510407920607076
407,harry,0.002372526953088044,-0.20990768826824102,-0.1444837835137396
408,swerve,0.0026637390293288467,0.03396116556648125,-0.05723647444179002
409,calvert,0.003324719312316812,-0.11388292932507663,-0.06803798603963694
410,harrys,0.003440613281187131,-0.1871661281879588,0.0916779114478744
411,tmc,0.003450784515956075,-0.18085377090900734,-0.1724818568351577
412,lca,0.0036766904278767174,0.039456560119013766,0.03409965478075516
413,epic,0.0036997480743265546,-0.11668057009704191,-0.1235216913373713
414,bullard,0.0038573496387512866,-0.17704800387037914,-0.09104503867497808
415,marsico,0.003991421649653817,-0.1401091157120894,-0.0905104484936061
416,springfield,0.004082355031191679,-0.005918124581446499,0.1321449903957319
417,associates,0.004090220607041624,-0.11328074811393501,-0.12811372777448735
418,fabuloso,0.004285832538165325,-0.06210387080064768,0.009182077597190927
419,salvo,0.004498609096361555,-0.09758520761349346,-0.09549179977003146
420,keyper,0.0046916134601593645,-0.07815149356107595,-0.006403163119986206
421,align,0.004916680421236372,-0.08121488187031184,-0.10998450369445284
422,sensormatic,0.005184481516278733,-0.11512883706153111,-0.040006756760661816
423,musclepharm,0.005527938164259484,-0.14902013440449222,-0.17176446397008072
424,ameritrade,0.005543903832960495,-0.0920825777727389,-0.037713998731553594
425,bu,0.0055646003679704565,-0.11593700615966862,-0.2018890368441371
426,nma,0.005991599670662054,-0.11613614304048586,-0.07009123252085081
427,altra,0.006131186268894071,-0.09573045365824775,-0.05239796823907715
428,oceanic,0.006175962985838022,0.004893881178747481,-0.13309051488111417
429,teknion,0.006293604305904813,-0.13317016107906776,-0.19138586014994663
430,piatti,0.006437855485563232,-0.047467680261525855,-0.0713284811988081
431,pritikin,0.00647584399137086,-0.06912602912423882,-0.09362430607659983
432,northstar,0.0066144132342293325,-0.12453346349473383,-0.050641711395975536
433,dymatize,0.0066967374479967754,-0.044909670634756274,-0.0736071073795846
434,santander,0.007001881600438308,-0.09872833036748206,-0.12368562596611689
435,tncs,0.007143406060642912,-0.17998272882098343,-0.09731829679723063
436,cfra,0.0071939758588714375,-0.02013274263109774,0.040722509457707654
437,printup,0.007208312127154196,-0.13802288948932656,-0.125142301998594
438,fidelity,0.007389961534423714,-0.10789895087107969,-0.06518869648220685
439,camcode,0.007546259673656677,-0.11096697674554812,-0.12598706504544782
440,vea,0.00791243146326881,0.00819748244755634,-0.09336656434707938
441,abound,0.008284280194671142,-0.03310811292472268,-0.1137170675943392
442,rki,0.00855881308681454,-0.10333006837564865,-0.027400939283193704
443,muscletech,0.008694871056888983,-0.2077083801059984,-0.21955592248596814
444,crocs,0.009032656621381988,-0.09071419985657002,-0.4361557866413061
445,latitude,0.009273535797640335,-0.03250072872961382,0.10989359824061937
446,vht,0.009339396461691851,-0.1365180266926109,-0.14888242289907583
447,agility,0.009355779542662257,-0.004566750243203608,-0.041262701875962635
448,jumpfly,0.009373268444391129,0.07539515596340716,0.10898550988001225
449,cbs,0.009382881855238306,-0.07856312737273778,-0.024768043829102776
450,screenvision,0.009534034865816807,-0.08713745676509954,-0.038908007791997726
451,frs,0.009541899599368036,-0.1799537354969833,-0.19690995154145138
452,sambazon,0.009557629331645858,-0.031765349346038495,-0.13815981711877212
453,outbrain,0.009831473279000816,0.02797460675156308,0.06797895861865363
454,intech,0.009917597402495596,-0.17353128873027995,-0.1963390792348616
455,sapporo,0.009961518067978929,-0.05923974657772961,-0.04292494896115731
456,manac,0.0105179337932048,-0.09717292955756934,-0.004169184523658231
457,energizer,0.010607085988713079,-0.10073533210120278,-0.1401789182822071
458,gnc,0.01063931545096658,-0.12348365005777305,-0.14714803846064892
459,org,0.0107597869016064,-0.08998442211011631,-0.06609629284003471
460,ricoh,0.010981801762068729,-0.11896296765862827,-0.06466593716599207
461,marconi,0.011095350877571922,-0.07391230422494062,-0.09184581757333068
462,usaa,0.011234499959855614,-0.02718479924532642,0.02379580743547987
463,supermicro,0.01135799882963134,-0.10593546970195555,-0.11765464589654576
464,silversea,0.01143786797577608,0.005284036447646643,-0.1139922247682403
465,missio,0.011441308018000355,0.17941217186361408,0.1451539554894602
466,tucanos,0.01153940862905332,-0.09430859474246048,-0.1066812244980809
467,roka,0.011583128814681036,-0.014149018930273441,0.06578892377066155
468,sharespost,0.011588507374624912,-0.04521767142101282,0.008058641642189432
469,impo,0.011609768815334107,-0.04285849020442807,-0.38832248858585033
470,hp,0.01161926245676481,-0.09940512054760597,-0.11453145966532093
471,vtel,0.011643089227366588,-0.11749856584457438,-0.08033115044588411
472,symbology,0.011719891345507494,-0.09270244203884934,-0.10938956135744948
473,syracuse,0.011745856770446893,-0.088703172969201,-0.021774340124478216
474,honeywell,0.011796615837534241,-0.07245905894027593,-0.005604847672807301
475,vexilar,0.01185080780811371,0.0011217707327459067,0.041029979477991106
476,dockers,0.012389795312742136,-0.10043913109254489,-0.020755810216654152
477,barilla,0.01240618164911071,-0.06054353886462534,-0.14949137258832268
478,bucks,0.012419907576114754,-0.07428702099970302,-0.01863460257424285
479,itau,0.012460648382328264,-0.10890704895103319,-0.13905659774779167
480,cnbc,0.012467580932190074,-0.08474553730063385,-0.0272083717589622
481,postnet,0.012506612635419669,-0.13407717267454067,-0.09890043211838219
482,deans,0.012520301634019309,-0.08354043304874098,-0.18324044597348127
483,ebrandz,0.012606647356536577,-0.1297644758070514,-0.0706364983453643
484,openx,0.012680526706901205,-0.08275701975569191,-0.09846700584652074
485,natureworks,0.01282824626124012,-0.02679844723602547,-0.05222845234393898
486,mri,0.012984078959932656,-0.05959232137039752,-0.08318416897215712
487,upstart,0.013390965842662444,0.07354158790876561,0.06355832314973016
488,globus,0.013404251101226105,-0.17700515395840286,-0.09525425429273536
489,payoff,0.013419095619966995,-0.10244507262507029,-0.11458611218090406
490,prudential,0.013489422158484804,-0.07790777618827745,-0.03169018922493925
491,airgas,0.013751123314222818,-0.029397004015897572,0.03162237027657816
492,rembrandt,0.013993072034108623,-0.09460253561391238,-0.1335585228244996
493,microsoft,0.014138269882091131,-0.005025440830547659,0.059510666053903157
494,phosphatidylserine,0.01425605462211781,0.1687621792973929,0.14907102065005823
495,mccafe,0.01434755138449126,-0.09081537522714947,-0.149835152666438
496,canary,0.014526354375927666,0.1229767132036437,0.15766533072298788
497,prosource,0.014561956106166804,-0.09774440689717903,-0.12556716803279172
498,canidae,0.014684214129071109,-0.04150153426301226,-0.13693897271324992
499,ardent,0.014758770512098791,-0.13580492396871555,-0.06617034741852894
500,cromwell,0.01484591981607828,-0.23187596903521676,-0.1441766095808119
501,vivion,0.015024092023652276,-0.18121686709544904,-0.26170675872286936
502,sol,0.015045875404567862,-0.10190190127228245,-0.08636386234136527
503,dynadot,0.01518567471308695,0.05989494993169469,0.0601435986682614
504,humann,0.015254296954154062,-0.09823092400837069,-0.12734488219936335
505,clr,0.01528042538648258,-0.08411968855355653,-0.012351116178703563
506,huk,0.015365055979410316,-0.11095078829791848,-0.023686196469086165
507,testoni,0.01549121718972886,-0.06613834567160298,-0.40562610878408445
508,flir,0.015510426344944069,-0.11883516492194991,-0.06906156464552361
509,netquote,0.015561294893648396,-0.07068410993700826,-0.048479203096588
510,centurions,0.015690450230806098,-0.12520222155641447,-0.06609626863199979
511,quiksilver,0.015767269069372924,-0.1017323747472382,-0.019907608808880543
512,salata,0.01602517673458441,-0.005641575651886194,-0.03549671912282266
513,getresponse,0.016061014708472734,-0.06885254568822477,-0.019311961962250837
514,wasa,0.016161675169333062,-0.06652101458074237,-0.1482133395236428
515,aftco,0.01618610948887326,-0.01693662879103374,0.06089979888661748
516,dauphin,0.016284966127515864,-0.12670776702426653,-0.18437309459648163
517,igloo,0.016380320036001532,-0.06758684742585361,-0.14578624541388518
518,daiichi,0.016543036553921982,-0.2141466116261141,-0.12237014324995626
519,boathouse,0.01671473117228654,-0.015312272810824942,0.05156531868304089
520,barcel,0.016757502898983728,-0.08994645808677851,-0.12171736778753207
521,rockwool,0.016888138891609658,-0.11452622219558928,-0.044514418187951196
522,vivint,0.016920316235639644,-0.10080963841995348,-0.024511924975467135
523,saucony,0.017019527135066378,0.08245918291636045,0.15573204080918998
524,edwards,0.017109599834207033,-0.09044346042793266,-0.02289245820330562
525,jcb,0.017650459559272934,-0.10837869562692845,-0.14558632168250685
526,hughesnet,0.017784687735766032,-0.1451899383414678,-0.12029856725269636
527,bendbroadband,0.017815555288177503,-0.09609024373485742,-0.055619948307973927
528,powersearch,0.01791784032715311,-0.10549658617246525,-0.07054452965383126
529,fahrenheit,0.017969185280626788,-0.0670155065977517,-0.043116366735598696
530,alcatel,0.01853252982722504,-0.12693058082463907,-0.0912091598366773
531,rocklands,0.01893897295064489,-0.06953677033413522,-0.048160960592092114
532,citi,0.01894011648816671,-0.10153106622015609,-0.14038210638047086
533,utopia,0.01899970076621297,0.02102706687608031,0.04588498653216583
534,brawny,0.019052412265233205,-0.21393443845996446,-0.2096824910576029
535,haggar,0.019074687703791542,-0.12058218915358869,-0.03262521153442836
536,fritz,0.019090745716403804,-0.17068375539717043,-0.24712244337484612
537,braun,0.01912220443057789,-0.1386251774297705,0.13340663318840956
538,oppenheimerfunds,0.0191920047616804,-0.09737650155579884,-0.05139613735789176
539,umbria,0.01928414315302868,-0.02121295188160797,0.05328391199246762
540,atlantis,0.019325232307530103,-0.0140063874524661,-0.1336419505658093
541,goya,0.019535665337386737,-0.0457610871111422,-0.06750893798694951
542,collegechoice,0.01964717778655925,0.04140669488239158,0.10014038140002085
543,freshpet,0.01965906774179311,0.019478499015801787,-0.08729178786222629
544,morningstar,0.019771574309498854,-0.039467682478662634,0.008280957446917484
545,oki,0.019782524381481204,-0.04403534979887514,0.003083485847030557
546,aberdeen,0.019810011416977802,-0.10578776560015268,-0.05718866541244125
547,slingo,0.020119491219865625,-0.1221197085944846,-0.04728027613718535
548,comcast,0.02012384122405409,-0.11989459712305992,-0.10357061397025635
549,northwave,0.020171236312740887,-0.10426616065754904,-0.09653947472144828
550,badger,0.02022678320672822,-0.011548655523871167,-0.006499559612844194
551,tenergy,0.02044203056572472,0.02106336232295826,-0.02698060413080447
552,kidde,0.02049488092709427,-0.08070876711207833,-0.011276725412287697
553,kura,0.020733969867662967,-0.03454157517660083,-0.06266356006278884
554,diagraph,0.02104246411811986,-0.014802539025160818,-0.04088219401037367
555,speedway,0.02107027767021823,-0.04472552391458172,-0.0791485037349749
556,panasonic,0.02124756128373214,-0.047351010801326705,-0.003391096684867978
557,carvel,0.02150291582340273,-0.05442416094608426,-0.1638892346121688
558,barclaycard,0.021507772162410274,-0.048928977111640716,-0.1374502909411457
559,surefit,0.021693562272885387,-0.12012047548516078,-0.18302729423338243
560,contacto,0.02180988561981036,-0.11310651081736285,-0.12664217239177386
561,cleanbrands,0.02200694010939477,-0.040113790558050935,-0.11775710525067815
562,tylenol,0.022111546736319668,-0.005691779450947253,-0.038027278069157504
563,furby,0.02218674201805657,-0.12246187952296161,-0.04726045846761088
564,swann,0.022343062472064128,-0.06711097399912089,0.005906136161670239
565,ge,0.02234989921010673,-0.16547341131647678,-0.15668792721059305
566,powerbar,0.022455981885473583,-0.12858628962515076,-0.14752199113991196
567,voler,0.022527788910160898,-0.15824036913983616,-0.06858926072872865
568,guinness,0.022547183675826792,-0.10845515425286978,-0.13529922385615697
569,soom,0.022789580834088868,-0.08055810666124855,-0.13390127073266822
570,mesomorph,0.02282078973055135,-0.0315914637177137,-0.06615820974570782
571,silkworm,0.02298659318617623,0.1310616089265941,0.16704988018483108
572,prinova,0.023010513367246625,0.2500497115843345,0.19596894956941022
573,wistia,0.02317399058848485,-0.046044849658693765,0.006106395675938712
574,kalins,0.023568180748519126,-0.11359573080212854,-0.0446430257727371
575,toluna,0.023621975527826352,-0.12344398733935702,-0.0656838894668281
576,marmot,0.02367373191827945,-0.015425480628201637,0.0698888799705211
577,kelto,0.023773614768143898,-0.06459582836772983,0.013712076472063468
578,rochester,0.023774613374436912,-0.09123103648483441,-0.0436138855350431
579,shinola,0.02396366658627125,-0.08131168065263189,-0.08464854337700684
580,yahoo,0.024011076395797963,-0.03385717286608773,-0.007873341278117776
581,jumanji,0.024047456041759983,-0.12787300129515553,-0.056306244148199264
582,adt,0.024114131244298,-0.15433547672924636,-0.07671505875444515
583,pemco,0.024130264888394967,-0.14674340626663712,-0.11116569263914347
584,brinks,0.024149116581952654,-0.10133816562283815,-0.12597994294344528
585,mcmenamins,0.02425924111083231,-0.12252633673433488,-0.10312668421125286
586,samsung,0.024781412547594132,-0.06117373590783494,-0.055779374022180625
587,hylands,0.02496474937827033,-0.10210471302592697,-0.12714272995562817
588,msa,0.02505235369406347,0.03722907674406839,0.0912195394519149
589,tucker,0.02508695391979144,-0.213563039263327,-0.13587226488656753
590,bc,0.025435914727865404,-0.08902668899558902,-0.10016165892646965
591,elastichosts,0.02561842343538602,-0.048680920529789645,-0.04251389723333165
592,mbs,0.02566951511769168,-0.17777909338177286,-0.08106850677063236
593,jubi,0.025711277615052004,-0.09978099351962216,-0.12621486774931157
594,izzi,0.025743293277406768,-0.045531389332501546,-0.014184146562522152
595,vietri,0.02582524626474371,-0.1283456975886918,-0.1885148350809519
596,hobo,0.025957671730786468,-0.12489991386707223,-0.26441852294986734
597,berel,0.02612598334692933,-0.14042039020518146,-0.14404115786966482
598,speedo,0.02632924278461218,-0.023543976218500438,0.052253911493455804
599,businessonline,0.026430375709743183,-0.04956736467377773,0.0001040560828041194
600,greenco,0.02647740218973799,-0.010864993841786571,0.059266718767031525
601,fiore,0.026711367591531747,-0.03378751110450127,-0.058132828122414874
602,hanwha,0.026874618155329304,-0.03272529074936735,0.03151381992185208
603,conterra,0.0268840683407299,0.013733126842082327,0.0728612664898946
604,fenwick,0.02715214650388821,-0.148788725860514,-0.03972819315499128
605,starmedia,0.027218887296865217,-0.019745732653873818,0.00997010767087618
606,simplexgrinnell,0.027306223647883817,-0.016835395274060725,0.036146838186590084
607,redington,0.02737447169813117,-0.08676892046642917,-0.022323282200015383
608,rio,0.027375634047997387,-0.11383730791326349,-0.05072868852980103
609,telaid,0.02742919388722924,-0.10340562901930661,-0.029264741534891257
610,tandem,0.027694186670130884,-0.09533267939930798,-0.1682627619877513
611,dickies,0.027714653914647752,-0.06199697113349191,0.013041525574151107
612,resveratrol,0.027765395556545943,-0.07493091580446899,-0.1075640066391966
613,stanza,0.027929206869369286,-0.09812088623051043,-0.15865934590039116
614,fb,0.02805180928392113,-0.16816857958242276,-0.2083087170653361
615,kemps,0.02820100604896942,-0.1067542415101207,-0.186538628220999
616,winsted,0.02829188837622755,-0.07601481855835585,-0.14139603766124242
617,zurich,0.028328549997787927,-0.039855604871719644,-0.01613638255709688
618,greenfield,0.02841172597168512,-0.06391577627230302,-0.017459756651525778
619,dotmailer,0.02854180195971164,-0.0457552598093241,0.005603871228539257
620,bundaberg,0.028785109062749538,-0.019252475100308537,-0.011694889938994292
621,mammut,0.028807879865739294,-0.15710207710680157,-0.041486008085947074
622,indiana,0.028808032605084983,0.0164930658068588,-0.06190650359998701
623,cpanel,0.028872783004313094,-0.07869739478339219,-0.07930564584791705
624,vml,0.028977187043963362,-0.1046407213115027,-0.0558756677269418
625,fujifilm,0.029046404199444674,-0.08368032433701232,-0.03568181562116371
626,dakine,0.029076941457134645,-0.07261986275872342,-0.045411597621408506
627,callaway,0.029086868273509245,-0.12110567788452146,-0.039597047531704455
628,lesserevil,0.029327665316289924,0.020483910231377325,-0.04155297865383584
629,panduit,0.02940263774616348,-0.13882561120519932,-0.05834929958944252
630,osel,0.029722956187452163,-0.12886814710354386,-0.13053617874058465
631,tumi,0.0298521564718824,-0.12883487849814435,-0.27765631186221873
632,aquatica,0.02997751368452316,0.024337533740850542,0.06688037862514669
633,milano,0.029995401247710426,0.0009807487875077142,-0.09818276217251572
634,argosy,0.030324845775870687,-0.040520019250997345,-0.15095934598255326
635,olukai,0.030357559662228438,-0.07765539983996067,-0.4359502984501744
636,verizon,0.030393453387050032,-0.12546453650030864,-0.13096092252000496
637,arri,0.030434344890232255,-0.08876470114194976,-0.03400993179591151
638,aip,0.030452318404926487,-0.11419670017472514,-0.17840068510773222
639,elysium,0.030498682941282194,-0.07257187966992885,-0.0904102632320602
640,isadore,0.030527919412488363,-0.09549651868086356,-0.0023401302715720176
641,travelers,0.03061773979010522,-0.08380460912012028,-0.06167506305915234
642,giordana,0.030755356606109494,-0.027379272112439523,0.053239958909657124
643,cabelas,0.03093873737621165,0.19695448587996456,0.20046521155142472
644,bunge,0.031181954260305338,-0.10516552451692175,-0.1172357684947985
645,duotone,0.031190314719628593,-0.13226791635825658,-0.0289526553159447
646,neocell,0.031193570925399275,-0.08680236122793782,-0.1105414662040069
647,movio,0.031206899183370763,-0.08388098469899755,-0.03486437642697174
648,tanda,0.031232064285186833,0.10173555971898567,0.03633257206958919
649,puig,0.03123938940082221,-0.08305796969403265,-0.1708147497442353
650,duralast,0.03139594096450079,-0.12873960465685175,-0.09198915264909557
651,logo,0.03151691843274279,-0.11647173234696798,-0.051385959859600164
652,wildfire,0.03152378238525702,-0.009584618561542507,-0.03358122020361762
653,bankrate,0.03172047307994997,-0.11300492195693632,-0.15017693783799219
654,simpson,0.031834197653010286,-0.09156253106452222,-0.014130957307390266
655,blu,0.031951398898763014,-0.1266466841712816,-0.47616669397183975
656,mars,0.03196688604612523,0.008349853143895886,-0.0859021055695244
657,caribbean,0.03204539590654957,0.05835391203804656,-0.07619323586555544
658,olly,0.03237658821403205,-0.07545395895427781,-0.09840308992681301
659,okuma,0.0324258807072242,-0.06765022243257507,-0.006969698889754485
660,steelcase,0.03243997633862733,-0.15936790834753156,-0.22723253702251425
661,woodchuck,0.0324990547993448,-0.016698484139045303,-0.03482601250713625
662,bergers,0.032556219590666555,-0.12796831187291066,-0.19245917069240612
663,ubisoft,0.03269680123569962,-0.10795642849286692,-0.06596175296736471
664,barbour,0.032857803453666165,-0.14405516983775435,-0.05369316016288374
665,regimen,0.03291062949970968,-0.09736063526233493,-0.15468296521192776
666,nutrex,0.03366197769306871,-0.07510566917033791,-0.11735133926440248
667,boingo,0.03391642845671275,-0.09467463477404398,-0.04895523071715171
668,rtve,0.033946170574954526,-0.16838786444913262,-0.0990319523999055
669,yasso,0.03401655378993219,-0.12119523849882619,-0.20326897627396864
670,performax,0.03420577115019443,-0.134118567758951,-0.15171668344732528
671,telmex,0.03424041864919912,-0.11333799524220106,-0.11214439623310692
672,schlage,0.03435743010887411,-0.11525545488960773,-0.038608084743716894
673,spanish,0.034517724412607934,0.04481210671157626,0.010282296691847062
674,odyssey,0.03456989106423704,-0.1503062762134233,-0.0732843659971409
675,faces,0.034707050682977365,-0.0501926756650139,-0.33356757175552565
676,hakkasan,0.034875621547613735,-0.1020500712081662,-0.11905278944018276
677,clif,0.034909772002749605,-0.1498173049226319,-0.16821441043655572
678,elysian,0.03531735648350527,-0.08720581219255423,-0.07217836046559672
679,visa,0.035368261799260725,-0.029018284902278618,-0.07833883671742663
680,valspar,0.03546790755162338,-0.15726381293593672,-0.15487918391777056
681,zeal,0.03559931480780595,-0.10266229605007218,-0.08006066614153406
682,keystone,0.03590533150262355,-0.17098869585992857,-0.15376966236929768
683,boyer,0.035918862933030565,-0.09714184923834085,-0.16346517169463315
684,hoots,0.03605396092042907,-0.016003444087711708,-0.0421720905363039
685,dermacare,0.03605608911655975,-0.16259198887637577,-0.2626332109926427
686,calia,0.03617140706666954,0.23862917283706728,0.2948545111606743
687,barbasol,0.036238330027959884,-0.08394144242543233,0.19954619762381046
688,omni,0.03629864899530809,-0.11906712218616511,-0.12182339196815826
689,bridgeport,0.036405839170305404,-0.10624213133321907,-0.08325677887148497
690,squeezed,0.0364296702801596,-0.05410419613303127,-0.08124113467672368
691,telcel,0.036796184464772064,-0.13455952417575545,-0.11610122209755866
692,sunoco,0.03688899206713464,-0.03350674805134961,-0.08884407712426864
693,vested,0.03689759571243406,-0.11190939521465498,-0.07571794074763738
694,optimum,0.03691868669613532,-0.12246286747367374,-0.0849120494076208
695,busch,0.03714877900631032,-0.11812014449544497,-0.11757148953963953
696,wishabi,0.03739587612300847,-0.0682191793427759,-0.014480057869366354
697,mediacom,0.037431298844153464,-0.11746745746509164,-0.09947655336235281
698,apex,0.03743152575817711,-0.13350369246031343,-0.10731557399916525
699,equifax,0.03744859905314115,-0.0945132090109128,-0.10988447478840149
700,ara,0.03745924667346904,-0.07050733092772608,-0.40024356150992957
701,pinzon,0.03747118946835402,-0.11383367970554975,-0.17432784964723438
702,pepes,0.03751072104523851,-0.1094626741590754,-0.1130568417345109
703,julies,0.03767576736070115,0.26549511981441587,0.10709441914362923
704,ofs,0.037763613914150236,-0.15874812047778675,-0.22974605748045207
705,inkjet,0.03848859009727357,-0.04914879344862142,-0.008363000701271248
706,advil,0.03897796599186392,0.011636718960899932,-0.01725500176196057
707,tauck,0.03923625315104184,-0.09964790632982987,-0.19598931343937093
708,providence,0.039304359429277534,0.09051487217241565,0.05952953066145575
709,planters,0.03945817116254457,-0.07981274907082872,-0.11295404348800957
710,usajobs,0.039512953573057986,-0.045702809490581996,-0.03788519805816027
711,tradepmr,0.03970313335637636,-0.07772855273474243,-0.0352757328368198
712,ico,0.039760064517551416,-0.08253527321828552,-0.10437454877082927
713,primera,0.039913219304838085,0.10650910329663209,0.12941030617722638
714,northland,0.040145717511176,-0.052365495333719266,-5.5861961262046456e-05
715,mgic,0.04030215949969895,-0.16894209960095768,-0.1786393508602411
716,juven,0.0403124172449959,-0.14945565560331975,-0.16817289498954044
717,amway,0.040321021622497705,-0.13251961008594298,-0.15397559255197407
718,homeloans,0.040332840051754214,0.008671531215911242,0.004159341085877606
719,meadows,0.04113681262967893,-0.013710244034173986,-0.08033069184177731
720,clarisoy,0.04129594605242755,-0.07743718738628942,-0.1037947729890778
721,earthlink,0.041336675503198285,-0.056595463004561045,-0.0297210939582434
722,polo,0.041668035688424414,-0.036370166976292,0.10889507691512142
723,sony,0.042181772718325516,-0.07963111303154288,-0.08797844324747231
724,pbs,0.0423242681366132,-0.04331343421378986,0.021528034146269817
725,dahua,0.04263880987597722,-0.09178684203037352,-0.016777649873085228
726,reaal,0.042648770625004495,-0.12225614958753177,-0.14070751341415147
727,omnia,0.042674128320727416,-0.10128616925916639,-0.02944217154593263
728,boricua,0.04283892242584338,0.015717594692454345,0.01902300704713917
729,afp,0.04288851317680396,-0.08179381603880906,0.026574302338338927
730,hanover,0.04293549166863643,-0.11656805120795889,-0.09177716310948915
731,ritz,0.04308518825119845,0.03480669723012207,-0.0747931561667487
732,frickers,0.04313217519108064,0.010758713399356606,-0.022022966044208163
733,rcn,0.04314884591883127,-0.11449624045177177,-0.07296282919247389
734,sunup,0.0431830437110111,-0.0039060307323803903,0.0007778119885970408
735,shentel,0.043200894694896234,-0.11050245901989929,-0.07202514562325726
736,tpg,0.04320918055518165,-0.16978729358143524,-0.13488335229447002
737,enso,0.04322695787828305,-0.12773518717095353,-0.15054906677466529
738,poc,0.043299647867824566,-0.11330250024470048,-0.07920377004475421
739,juki,0.043328289314252436,-0.07332797795161228,-0.021013136744570712
740,beta,0.04343252769868311,0.041443261163181894,-0.021430838626864967
741,dilbert,0.04360880299651704,-0.1728401416780625,-0.09418024454064741
742,pappas,0.043622552768129416,-0.11443998070840014,-0.11151521588760663
743,brooklyn,0.043624897124156466,-0.039933545900069777,-0.02972459452182776
744,fuelman,0.043714606029060084,-0.19270501012345395,-0.22257482965433417
745,pmi,0.04388616023126116,-0.11665228079234055,-0.04109904707758594
746,halcon,0.04392613600427805,-0.11167199099061251,-0.1738848627975003
747,excedrin,0.04402913906701525,-0.017566783001907255,-0.052220693795177124
748,arche,0.044033067486186274,-0.12540667613759462,-0.45743601266377565
749,aopa,0.044057587042403916,-0.08683266440154289,-0.05967936014899318
750,andiamo,0.04408994707152783,-0.08632916535040383,-0.0954605940454203
751,ruger,0.04409807374375778,-0.09464229998574894,-0.02627571062032498
752,mondor,0.04423211546843105,-0.14086806208070846,-0.05614702530305665
753,sunrise,0.04426358999991043,-0.012577513538514393,-0.05271450654250325
754,venezia,0.044564148682713606,0.11208353744442826,-0.4085806881039615
755,precisioncraft,0.04462227980289731,-0.04569305837751909,-0.13546993826405077
756,papyrus,0.04482103188120802,-0.12340754724435934,-0.14004293369975143
757,cellcom,0.044824498006578783,-0.06837020780240627,-0.05029499274555254
758,lumenera,0.04483817966097423,-0.028377618281012956,0.024645937907321343
759,mentos,0.04485058099568045,-0.26693930973016694,-0.31648661919097354
760,rei,0.044854909736879514,-0.12622893008795427,-0.030445541851486416
761,ukko,0.04488528131666112,-0.06819570432238226,-0.006941861223503284
762,sealy,0.044929446579075334,-0.1162752107887618,-0.14683351641494988
763,surya,0.045378902735157864,-0.18009374100616438,-0.23476304582853974
764,sdc,0.04538237456160642,-0.1529460271196806,-0.06975745996030223
765,patagonia,0.04553921504500059,0.002591928742894316,0.07133311076635758
766,shakespeare,0.04567470683771497,-0.07410998532562313,-0.01795073346966635
767,bally,0.04570393052472162,-0.08174666351389265,-0.4277223113668012
768,zing,0.045741038696479684,-0.06388619716044663,-0.08907935833487697
769,bilco,0.04578549583251927,-0.08132225092882539,-0.011061633758962852
770,lindbergh,0.04581374876189643,-0.007480752404869692,-0.050057226841024004
771,pl,0.045990349796146274,-0.06117281985435321,-0.03949956434714678
772,kpmg,0.04607889346495038,-0.0526456014033524,-0.00043771107087859154
773,qmi,0.04618767724537142,-0.10973435508010727,-0.03507146082016533
774,minico,0.046895754384238486,-0.03675126680149221,-0.012556988270041241
775,suddenlink,0.047147684676023885,-0.08412773099964088,-0.05063899751843606
776,lenda,0.04715578992947832,-0.04912662411336228,-0.0562077638915082
777,highmark,0.047231336107786064,-0.08548026959958133,-0.040663896008219846
778,proshares,0.04727074879924256,-0.06578695755774347,-0.011597890602719062
779,nikon,0.04756662255613717,-0.0013725063104959231,0.05480608116437878
780,windstream,0.04797843677556868,0.039704037902640196,0.06097529986982719
781,florastor,0.04826475474524035,0.1457446746848049,0.10971566794626439
782,elevate,0.048360239579229115,-0.0376244425985522,-0.04203007012752077
783,dux,0.04838808727466243,-0.12780611027262467,-0.18957645116779767
784,hitachi,0.048395748902149316,-0.043825817332561995,0.004209164714203203
785,lutron,0.048406801221457664,-0.1303901806499474,-0.06709514973779246
786,blakemore,0.04842161290357082,-0.10403111700094786,-0.033285036377960604
787,nextstep,0.048482636646198334,-0.055995814718911484,-0.02384711898326476
